"Paper_ID","shard","section_canonical","section_original_heading","start_anchor_or_line","end_anchor_or_line","anchor_type","quality_notes","issues_fixed"
"13_BiDirectional_BoundaryAware_TIP2024_Skin_Lesion_Segmentation","I","Methods","III. THE PROPOSED METHOD (A-D)","S027","S089","block_anchor","medium; Eqs. (3)-(5) shattered into ~15 one-token blocks (S047-S064) and reassembled per described procedure (flagged); Eq. (8) argument lost and reconstructed (flagged); Eqs. (1)(2)(10) fragments reassembled; the 2 NUL bytes in the source file were inside these broken formula blocks","broken formulas; caption/body mix (C002 body text); duplicated captions (C003/C004 duplicate F002/F003) deduplicated; P5/P6 attribution inconsistency preserved as printed and noted"
"13_BiDirectional_BoundaryAware_TIP2024_Skin_Lesion_Segmentation","I","Other","Author biographies","S128","S132","block_anchor","high","bios segregated"
"13_BiDirectional_BoundaryAware_TIP2024_Skin_Lesion_Segmentation","I","References","References","S127","S133","block_anchor","low; source contains ONLY a placeholder ('[1]-[N] Full bibliographic entries appear in the PDF'); stub note kept; entries NOT invented","missing reference list flagged"
"13_BiDirectional_BoundaryAware_TIP2024_Skin_Lesion_Segmentation","I","RelatedWork","II. RELATED WORKS (A-B)","S019","S026","block_anchor","high","none"
"13_BiDirectional_BoundaryAware_TIP2024_Skin_Lesion_Segmentation","I","Results","IV. EXPERIMENTS (A-H)","S090","S123","block_anchor","high; Eqs. (13)-(14) scrambled (ACC numerator order; Dice denominator 'TN') and normalized to standard definitions with note; table captions split over multiple blocks rejoined","broken formulas; caption fragments (S077-S082 S093-S094 S121-S122) rejoined; duplicated captions deduplicated; 'BiFBP-Net' typo preserved as printed"
"13_BiDirectional_BoundaryAware_TIP2024_Skin_Lesion_Segmentation","I","Title","(title block)","S001","S003","block_anchor","high; venue/DOI line present in source and moved to metadata","headers normalized"
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Abstract","Abstract","L28","L33","line","verbatim; keywords kept",""
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Acknowledgments","Acknowledgments","L364","L367","line","verbatim funding statement",""
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Conclusion","5. Conclusions","L354","L363","line","clean",""
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Discussion","(none)","","","none","missing as separate section",""
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Introduction","1. Introduction","L34","L47","line","cross-page joins; running headers removed","dual-column disorder; headers/footers"
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Methods","3. The proposed method","L62","L256","line","equations (1),(2),(4),(5),(7),(9)-(12),(14) reconstructed from fragmented blocks, flagged for PDF verification; garbled reference to Eq. (13) noted (formula content lost)","broken formulas; section-title glue"
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Other","Appendix: Figure and table captions","L486","L533","line","verbatim captions segregated; numeric table content excluded","caption/body mix; table-data pollution"
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Other","Appendix: Author biographies","L474","L485","line","retained verbatim (from pp. 19-20)",""
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","References","References","L368","L473","line","RETAINED verbatim (S113-S120); reflowed one entry per line; cross-page splits rejoined","reference reflow"
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","RelatedWork","2. Related work","L48","L61","line","section heading unglued from preceding paragraph","section-title glue"
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Results","4. Experiments","L257","L353","line","headings '4.1' and '4.1.1' lost in extraction, noted as inferred (subsections begin at 4.1.2); numeric table data excluded; authorial typos preserved (e.g. 'Datesets','Comparision')","missing subsection headings; table-data pollution"
"16_MultiScale_MultiOrder_IS2018_Smoke_Recognition","G","Title","(title block)","L24","L27","line","title/byline reconstructed; Elsevier header/footer stripped","headers/footers"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Abstract","(untitled abstract)","S005","S005","block_anchor","high; intact","none"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Acknowledgments","Acknowledgment (glued into conclusions block)","S054","S054","block_anchor","medium; extracted from column-scrambled block","separated Acknowledgments run from S054"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Conclusion","5. Conclusions","S054","S052","block_anchor","medium; conclusion text scrambled across S054/S052","exact cross-block seam S054->S052; down loaded preserved as printed (S053 kept)"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Discussion","(absent)","","","none","no standalone Discussion in source","noted absence"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Introduction","1. Introduction","S008","S011","block_anchor","medium; salvaged runs only per instruction (keep clean intact blocks); some sentence heads/tails lost","salvaged coherent runs from scrambled S008/S009/S010/S011; exact cross-block seam S011->S009; extractly preserved as printed"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Methods","2. Smoke features on blocks / 3. Shape-invariant features on partitions","S009","S033","block_anchor","medium-low per core_corpus warning; ALL garbled equations excluded (Eqs. 1-5 7-17 24-34); only clean/reconstructible runs kept","unglued headings from scrambled blocks; ~12 exact cross-block seam reconstructions; glyph normalization (1/4->= dTHORN->() 4->> r-><=); excluded pure formula blocks S028 S029 and subscript debris"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Other","(keywords/captions)","S006","S007","block_anchor","conflicting duplicate Keywords blocks flagged","flagged S006 vs S007 keyword conflict; captions kept caption-only"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","References","References","S055","S056","block_anchor","LOW - reference list truncated in extraction; only [1] [2] and a dangling fragment survive","kept surviving entries with truncation flag; refer to PDF"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","RelatedWork","(absent; survey embedded in Introduction)","","","none","literature survey is inside Section 1 in the source","noted absence"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Results","4. Experimental results","S034","S051","block_anchor","medium; salvaged runs; ROC-axis debris (S038) and table rows (S049 S050) excluded","exact seams S037->S035 S043->S041 S043->S044 S048->S051; C016 body prose restored; false farms/above than/opeation preserved as printed; Eq. (35) normalized"
"17_DoubleMapping_PR2012_Video_Smoke_Detection","H","Title","(title block)","S001","S003","block_anchor","high; blocks intact","none"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Abstract","Abstract","S004","S004","block_anchor","high","none"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Acknowledgments","(manuscript footnote)","S006","S006","block_anchor","high","funding sentence extracted from IEEE first-page footnote; no separate section in source"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Conclusion","VI. CONCLUSION","S080","S081","block_anchor","medium; conclusion paragraph was glued inside scrambled reference block S081","RESCUED conclusion paragraph from S081; surrounding reference text excluded"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Discussion","(absent)","","","none","no standalone Discussion; ablation analysis in V.C","noted absence"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Introduction","I. INTRODUCTION","S008","S014","block_anchor","medium; severe column interleaving","exact cross-block seams S011->S014->S012; removed duplicated code-release/DOI footer; contribution list re-split; IEEE bullet glyph r -> -"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Methods","III. TASK DESCRIPTION / IV. METHOD","S022","S058","block_anchor","medium; heaviest reconstruction of shard; ~25 exact cross-block seams; some equations kept with flags (Eq. 1 4 5 partly garbled)","untangled dual-column interleaving throughout IV.A-IV.G; restored displaced runs to correct subsections; unglued headings; normalized Eqs. (6)-(24) where readable"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Other","(keywords/bios/captions)","S005","S092","block_anchor","high","bios S087 S089-S092 kept; genuine captions C001-C008 C013-C017 C021-C025 kept caption-only"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","References","REFERENCES","S081","S088","block_anchor","EXCLUDED per instruction - reference Original blocks are column-scrambled and contaminated with machine-translated text","entire reference list excluded from clean text; refer to PDF"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","RelatedWork","II. RELATED WORK","S015","S026","block_anchor","medium; II.C heading and lead-in displaced into S026","seams S017->S018 and S026->S019; missing-space artifacts repaired (localprototypesfromthesupportimage)"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Results","V. EXPERIMENTS","S052","S079","block_anchor","medium; body prose mislabeled as captions restored (C009-C012 C018-C020 C026-C027); S065/S066 equation fragments excluded","chained seams incl. S057->C009->C010->C011->C012 S067->C018->S068 S079->S075 S076->C026->S077; missing-space artifacts repaired"
"18_DualGuided_FrequencyPrototype_TMM2024_FewShot_Segmentation","H","Title","(title block)","S001","S007","block_anchor","high","affiliation e-mail line breaks trimmed"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Abstract","Abstract","S004","S006","block_anchor","high; keywords kept","none"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Acknowledgments","Acknowledgements","S071","S072","block_anchor","high","none"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Conclusion","5. Conclusions","S069","S070","block_anchor","high","none"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Discussion","(absent)","","","none","no standalone Discussion; '4.2.10. Summary' kept under Results","noted absence"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Introduction","1. Introduction","S007","S015","block_anchor","high","cross-column paragraph joins"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Methods","3. Approach (3.1-3.6)","S020","S046","block_anchor","medium; LBP/LTP equations reconstructed from scrambled fragments; missing Eqs. (6)(7)(12) reconstructed from standard LTP formulation and flagged; C004 was body text merged back into S038","broken formulas; caption/body mix; scrambled derivative-order notation"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Other","Author biographies","S073","S078","block_anchor","medium; bios disentangled from reference fragments","bios segregated"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","References","References","S073","S078","block_anchor","medium; entries separated from interleaved author-bio text and itemized","reference-list contamination; interleave untangled"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","RelatedWork","2. Related work","S016","S019","block_anchor","high","none"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Results","4. Experiments (4.1-4.3)","S047","S068","block_anchor","medium-high; '4.1' heading absent in extraction (setup text glued under 4.); glued in-text heading '4.2. Experimental results for smoke detection' trusted over shorter anchor variant; cosine-annealing formula missing pi transcribed as-is and flagged","section-title glue; missing subsection heading; formula symbol loss flagged"
"19_HighOrder_LTP_IS2016_Smoke_Detection","I","Title","(title block)","S001","S003","block_anchor","high","none"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Abstract","ABSTRACT","S008","S009","block_anchor","high","INDEX TERMS kept with abstract front matter"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Acknowledgments","(funding footnote)","S005","S005","block_anchor","high; no separate section in source","funding footnote used as Acknowledgments"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Conclusion","V. CONCLUSION","S091","S092","block_anchor","high","none"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Discussion","(absent)","","","none","no standalone Discussion; comparative interpretation embedded in Section IV","noted absence"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Introduction","I. INTRODUCTION","S010","S016","block_anchor","high","merged S012+S013 (survey paragraph continues across p1-p2 break)"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Methods","III. KERNEL PRINCIPAL COMPONENT ANALYSIS AND GAUSSIAN PROCESS REGRESSION","S021","S067","block_anchor","high; equations pre-normalized to ASCII in reader; display Eqs. (6)(7)(9)(12)-(14)(16)(17) not extracted as standalone blocks (refer to PDF)","subsection headings normalized (A-D); none else needed"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Other","(captions/bios/metadata)","C001","S140","block_anchor","high","TABLE 1 Datesets typo preserved and flagged; bios S135-S140 kept"
"20_GP_Smoke_Detection_IEEEAccess2017","H","References","REFERENCES","S093","S134","block_anchor","high; complete [1]-[41]","[1]/[3] identical-author-title anomaly flagged (likely misprinted [1]; verify vs PDF); [9] vol. 4 suspected dropped digit (vol. 44)"
"20_GP_Smoke_Detection_IEEEAccess2017","H","RelatedWork","II. RELATED WORK","S017","S020","block_anchor","high","Gaussian Progress Regression preserved as printed (suspected source typo)"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Results","IV. EXPERIMENTAL RESULTS AND ANALYSIS","S068","S090","block_anchor","high; setup (S069-S072) and results subsections kept in source order","occurred were obtained (S078) and Bordatz (S085 S086) preserved as printed source slips; Brodatz/Bordatz inconsistency flagged"
"20_GP_Smoke_Detection_IEEEAccess2017","H","Title","(title block)","S001","S006","block_anchor","high; cleanest paper of shard","byline/affiliation/venue metadata assembled"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Abstract","Abstract","S005","S007","block_anchor","high; keywords kept","none"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Acknowledgments","Acknowledgements","S054","S055","block_anchor","high","none"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Conclusion","7. Conclusions","S052","S053","block_anchor","high; Discussion and Conclusion NOT merged in this source","none"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Discussion","6. Discussion","S050","S051","block_anchor","high; genuine standalone Discussion section (rare in this shard)","none"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Introduction","1. Introduction (1.1-1.2)","S008","S016","block_anchor","high; literature survey lives in 1.1/1.2 and kept under Introduction per source structure","none"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Methods","2. Local binary pattern; 3. Histogram sequence; 4. Classification with the neural network","S017","S041","block_anchor","high; three top-level sections all map to Methods; formulas clean","nonstandard section names mapped to canonical Methods"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Other","(none)","","","none","no bios in extraction","none"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","References","References","S056","S058","block_anchor","high; itemized","none"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","RelatedWork","(absent; survey embedded in Introduction 1.1-1.2)","","","none","source has no separate related-work section","noted absence"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Results","5. Experimental results","S042","S049","block_anchor","high","captions moved to blockquotes"
"21_LBP_LBPV_FireSafety2011_Video_Smoke_Detection","I","Title","(title block)","S001","S004","block_anchor","high","none"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Abstract","Abstract","S007","S010","block_anchor","high","single abstract paragraph re-merged from three blocks (S007-S009)"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Acknowledgments","(funding footnote)","S011","S011","block_anchor","high; no separate section in source","funding footnote used as Acknowledgments"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Conclusion","5. Conclusion","S100","S103","block_anchor","high","single concluding passage re-merged from three blocks"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Discussion","(absent)","","","none","no standalone Discussion; analysis embedded in 4.3","noted absence"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Introduction","1. Introduction","S012","S021","block_anchor","high","enumerated contribution list re-split from glued blocks (S019-S021)"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Methods","3. Our Algorithm","S036","S079","block_anchor","medium; display Eqs. (1)-(13) arrived with scattered sub/superscripts; reconstructed where unambiguous (standard Curvelet/LBP/CLBP/RBF forms); variance formula in S077 NOT fully recoverable (flagged; see ref [31])","reconstructed Eqs. (1)-(13); rejoined equation numbers split across seams ((4) (5) (6)); stripped Fig.2 angle-label debris from S045 and Fig.4 axis debris from S078; rejoined S065/S066 and S074/S075/S076 sentence seams"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Other","(captions/bios)","C001","S149","block_anchor","high","captions kept caption-only; bios S144-S149 (Yuan bio re-merged from S144+S145)"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","References","References","S104","S143","block_anchor","high; complete [1]-[39]","[15] mangled author names (L. S L. MW C. AC) preserved as printed and flagged"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","RelatedWork","2. Related Work","S022","S035","block_anchor","high","blocks split mid-sentence at citation boundaries rejoined (S023/S024 S024/S025 S025/S026 S027/S028 S030/S031 S033/S034); [10]presented respaced; fire-like object / Texture feature features / an BP neural network / multimodel preserved as printed"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Results","4. Experimental Results and Analysis","S080","S099","block_anchor","high; setup (4.1 4.2) separate from analysis (4.3)","Eq. (14) reconstructed from split blocks S085/S086; S094+S095 sentence seam rejoined (performs best among all the / combinations.); table numeric rows in C005 C007 C009 C010 excluded; cocatenated preserved as printed"
"30_DualEncoded_Curvelet_KSII2019_Smoke_Recognition","H","Title","(title block)","S001","S005","block_anchor","high","byline/affiliation e-mails de-interleaved from two scrambled blocks (S002 S003)"
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Abstract","Abstract","L35","L40","line","verbatim; keywords kept",""
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Acknowledgments","(front-page footnote)","L30","L33","line","no separate Acknowledgments section in paper; funding + preliminary-version note kept as front-page note; original typo 'extanded' preserved","footnote handling"
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Conclusion","4. Conclusion","L210","L215","line","clean",""
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Discussion","(none)","","","none","missing as separate section",""
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Introduction","1. Introduction","L41","L66","line","related-work survey folded into Introduction (no separate section); cross-block joins","RelatedWork merged into Introduction"
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Methods","2. Local Binary Pattern with Gradient analysis","L67","L170","line","equations (1)-(6),(11)-(13) reconstructed from font-encoding-corrupted text (doubled glyphs), flagged for PDF verification; figure-panel debris removed from body","broken formulas; caption/body mix"
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Other","Appendix: Author biographies","L292","L306","line","retained verbatim; unglued from reference tail; two bios were glued together and separated",""
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Other","Appendix: Figure and table captions","L307","L338","line","verbatim captions segregated; numeric table content excluded","caption/body mix; table-data pollution"
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","References","References","L216","L291","line","RETAINED verbatim (S094-S106); reflowed one entry per line; 'Article (CrossRef Link)' markers are typeset text and kept; OCR fix in ref [34] surname","reference reflow; OCR"
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","RelatedWork","(none)","","","none","missing as separate section; survey content lives in Introduction",""
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Results","3. Experiments and Results","L171","L209","line","table OCR dumps excluded (captions kept); truncation after one sentence marked [...]; likely in-text 'Table 1' vs 'Table 2' typo preserved and noted","table-data pollution; truncation flagged"
"31_SubOriented_Histograms_LBP_KSII2016_Smoke","G","Title","(glued header block S001)","L26","L28","line","title/byline unglued from a single header block that also contained affiliations/e-mails/dates (excluded as front matter)","section-title glue; header disentanglement"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Abstract","Abstract","S004","S005","block_anchor","high","Extensive experiential results preserved as printed (suspected typo for experimental)"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Acknowledgments","(manuscript footnote)","S011","S011","block_anchor","high; no separate section in source","funding sentence extracted from first-page footnote"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Conclusion","V. CONCLUSION","S052","S054","block_anchor","high","none"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Discussion","(absent)","","","none","no standalone Discussion; analysis embedded in IV.B/IV.C and future-work paragraph of Conclusion","noted absence"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Introduction","I. INTRODUCTION","S007","S012","block_anchor","high; reader anchor anomaly: heading and first paragraph both carry S007 (S006 skipped)","enumerated contribution list re-split (S012)"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Methods","III. THE PROPOSED METHOD","S020","S035","block_anchor","high; equations (1)-(20) pre-normalized inline and readable","undergone the same operations preserved as printed"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Other","(captions/metadata)","C001","C011","block_anchor","high","captions kept caption-only; IEEE metadata block kept under Other"
"36_FeatureAggregation_TCE2025_SuperResolution","H","References","REFERENCES","S055","S065","block_anchor","high; complete [1]-[61] after splitting glued multi-reference blocks","split glued blocks (several entries per block) into individual entries; [57] SGDR / [58] Adam swapped vs in-text citations (flagged preserved); [59] never cited in extracted text"
"36_FeatureAggregation_TCE2025_SuperResolution","H","RelatedWork","II. RELATED WORK","S013","S019","block_anchor","high","none"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Results","IV. EXPERIMENTS","S036","S051","block_anchor","high; implementation details (IV.A) separate from ablations/comparisons","source citation-number mismatches flagged and preserved: IMDN [13] (list has IMDN=[33]) RLFN [42] (list has RLFN=[46]) SAFMN [7] (list has SAFMN=[35]); ablation item numbering irregularity (missing 1) prefix) preserved"
"36_FeatureAggregation_TCE2025_SuperResolution","H","Title","(title block)","S001","S002","block_anchor","high","venue/DOI from manuscript footnote S011"
